1	946654	3
1	17875688	1
1	55440395	0
1	81355116	0
1	110181867	2
1	114078319	2
1	215724881	0
1	235611718	8
1	242645040	1
2	365787	2
2	15692976	0
2	110968165	3
2	118874406	1
3	124624410	0
3	156635373	0
3	167762874	5
4	6021528	1
4	12932210	2
4	64902992	1
5	14877673	3
5	33832329	1
5	33832854	0
5	33835539	0
5	33835945	5
5	33835955	5
5	33839929	1
5	33844458	2
5	33848029	1
5	33849439	0
5	33849593	0
5	33858672	1
5	33859300	0
5	33881566	9
5	33881893	0
5	33883329	1
5	33899586	3
5	33921590	1
5	33926950	1
5	33928798	2
5	33932227	4
5	33932511	2
5	33933671	0
5	33933858	2
5	33935022	2
5	33935839	0
5	33936617	3
5	33938343	0
5	33940315	0
5	33940649	1
5	33940713	0
5	33944408	1
5	33944491	1
5	33946039	3
5	33946451	6
5	33946467	4
5	33948485	0
5	33950347	0
5	33951012	0
5	33951447	4
5	33951589	3
5	33952364	1
5	33954284	0
5	33956912	0
5	33958855	6
5	33960280	4
5	33960344	0
5	33962666	0
5	33966429	0
5	33967041	2
5	33968218	0
5	33968649	3
5	33969524	0
5	33975983	2
5	33980161	2
5	33992425	1
5	33994940	0
5	34000506	0
5	34035136	0
5	105193607	5
5	149813284	7
5	160448979	2
6	396322	0
6	19996578	0
6	31277013	2
6	32408584	0
6	32558999	5
6	33832564	4
6	167304909	9
6	170064063	1
7	4461166	1
7	56655754	3
7	150747296	12
8	23044056	4
8	69745596	2
8	80993299	0
8	102712671	1
8	104147254	3
8	115576320	1
8	127632711	2
9	12696500	2
9	16882919	3
9	16885020	3
9	20300846	4
9	79269046	6
9	95600211	0
10	9598582	1
10	117804633	1
10	117812893	0
11	11159319	1
11	88778357	1
11	88824824	0
11	88881157	2
11	89146748	1
11	89178529	2
11	89213899	4
11	89284794	1
11	89322394	0
11	90315732	3
12	87476313	1
12	88417913	0
12	102579440	1
12	130607422	2
13	112881819	0
14	27883926	2
15	24101306	3
15	27613263	1
15	27951892	5
15	27968705	0
15	27985102	2
15	27985173	3
15	27990628	0
15	28026566	1
15	28032794	4
15	28038296	1
15	28041262	1
15	28041323	0
15	28052912	0
15	28074503	5
15	28075516	1
15	28075819	4
15	28079301	3
15	28079663	8
15	28082690	0
15	28082761	0
15	28083620	8
15	28090675	1
15	28091805	3
15	28093568	3
15	28100786	0
15	28106231	4
15	28116224	0
15	28118914	2
15	28120473	4
15	28135373	0
15	28137614	1
15	28138420	4
15	28141481	1
15	28156195	3
15	28173940	3
15	28174016	0
15	28175207	10
15	28210655	5
15	28225698	0
15	28239854	1
15	28241589	1
15	28259971	25
15	28264022	1
15	28268159	0
15	28288420	1
15	28289409	4
15	28289632	2
15	28298007	3
15	28314865	2
15	28316061	1
15	28321240	3
15	28328681	1
15	28873639	3
15	28969514	4
15	29133734	3
15	32687901	1
15	36052590	3
15	47702909	3
15	48011914	2
15	48108003	2
15	48134288	2
15	48141298	3
15	48246830	2
15	48369246	2
15	48472746	2
16	70858348	0
16	80222545	1
16	89400033	0
16	89469481	9
16	89626692	1
16	89632353	3
16	89641630	5
16	89720933	4
16	89735545	4
16	89820842	0
16	89831489	9
16	89840472	5
16	89883823	6
16	89919437	0
16	89919511	2
16	89919684	5
16	89919710	2
16	89919737	2
16	89919747	1
16	89920139	5
16	89938286	3
16	89957795	3
16	89966048	5
18	61224837	1
18	75375516	0
19	3548234	54
19	3563985	1
19	3565602	0
20	34077943	3
20	34801858	7
22	32567061	4
22	47845113	1
22	50456592	0
