1	946654	0
1	17875688	1
1	55440395	1
1	81355116	0
1	110181867	1
1	114078319	0
1	215724881	0
1	235611718	0
1	242645040	1
2	365787	5
2	15692976	1
2	110968165	0
2	118874406	2
3	124624410	1
3	156635373	0
3	167762874	2
4	6021528	0
4	12932210	0
4	64902992	1
5	14877673	1
5	33832329	0
5	33832854	6
5	33835539	1
5	33835945	1
5	33835955	1
5	33839929	1
5	33844458	1
5	33848029	0
5	33849439	1
5	33849593	0
5	33858672	4
5	33859300	1
5	33881566	0
5	33881893	0
5	33883329	0
5	33899586	0
5	33921590	0
5	33926950	4
5	33928798	1
5	33932227	2
5	33932511	0
5	33933671	1
5	33933858	0
5	33935022	1
5	33935839	2
5	33936617	0
5	33938343	1
5	33940315	3
5	33940649	0
5	33940713	1
5	33944408	4
5	33944491	3
5	33946039	0
5	33946451	1
5	33946467	1
5	33948485	1
5	33950347	0
5	33951012	8
5	33951447	0
5	33951589	2
5	33952364	0
5	33954284	0
5	33956912	0
5	33958855	0
5	33960280	0
5	33960344	0
5	33962666	0
5	33966429	0
5	33967041	2
5	33968218	3
5	33968649	2
5	33969524	0
5	33975983	0
5	33980161	4
5	33992425	1
5	33994940	3
5	34000506	0
5	34035136	0
5	105193607	0
5	149813284	0
5	160448979	1
6	396322	4
6	19996578	0
6	31277013	2
6	32408584	3
6	32558999	1
6	33832564	0
6	167304909	0
6	170064063	0
7	4461166	2
7	56655754	1
7	150747296	10
8	23044056	1
8	69745596	0
8	80993299	1
8	102712671	0
8	104147254	1
8	115576320	0
8	127632711	1
9	12696500	1
9	16882919	0
9	16885020	1
9	20300846	2
9	79269046	2
9	95600211	1
10	9598582	0
10	117804633	0
10	117812893	0
11	11159319	1
11	88778357	5
11	88824824	0
11	88881157	0
11	89146748	1
11	89178529	2
11	89213899	0
11	89284794	3
11	89322394	1
11	90315732	3
12	87476313	2
12	88417913	0
12	102579440	0
12	130607422	0
13	112881819	1
14	27883926	0
15	24101306	5
15	27613263	2
15	27951892	0
15	27968705	1
15	27985102	0
15	27985173	0
15	27990628	2
15	28026566	1
15	28032794	0
15	28038296	0
15	28041262	0
15	28041323	0
15	28052912	3
15	28074503	3
15	28075516	0
15	28075819	0
15	28079301	2
15	28079663	3
15	28082690	0
15	28082761	0
15	28083620	2
15	28090675	2
15	28091805	1
15	28093568	1
15	28100786	3
15	28106231	4
15	28116224	1
15	28118914	0
15	28120473	0
15	28135373	0
15	28137614	0
15	28138420	0
15	28141481	0
15	28156195	0
15	28173940	0
15	28174016	1
15	28175207	1
15	28210655	0
15	28225698	1
15	28239854	0
15	28241589	2
15	28259971	11
15	28264022	0
15	28268159	1
15	28288420	0
15	28289409	0
15	28289632	1
15	28298007	0
15	28314865	1
15	28316061	1
15	28321240	0
15	28328681	0
15	28873639	0
15	28969514	2
15	29133734	2
15	32687901	0
15	36052590	0
15	47702909	0
15	48011914	1
15	48108003	0
15	48134288	1
15	48141298	1
15	48246830	1
15	48369246	2
15	48472746	2
16	70858348	0
16	80222545	0
16	89400033	0
16	89469481	0
16	89626692	5
16	89632353	1
16	89641630	2
16	89720933	1
16	89735545	1
16	89820842	0
16	89831489	0
16	89840472	4
16	89883823	1
16	89919437	2
16	89919511	2
16	89919684	5
16	89919710	5
16	89919737	2
16	89919747	2
16	89920139	4
16	89938286	0
16	89957795	3
16	89966048	1
18	61224837	1
18	75375516	4
19	3548234	20
19	3563985	0
19	3565602	0
20	34077943	5
20	34801858	0
22	32567061	0
22	47845113	0
22	50456592	0
