1	946654	45
1	17875688	49
1	55440395	40
1	81355116	19
1	110181867	22
1	114078319	20
1	215724881	32
1	235611718	21
1	242645040	35
2	365787	16
2	15692976	39
2	110968165	27
2	118874406	23
3	124624410	28
3	156635373	43
3	167762874	32
4	6021528	34
4	12932210	31
4	64902992	23
5	14877673	28
5	33832329	22
5	33832854	19
5	33835539	27
5	33835945	28
5	33835955	31
5	33839929	42
5	33844458	43
5	33848029	35
5	33849439	26
5	33849593	7
5	33858672	26
5	33859300	25
5	33881566	23
5	33881893	16
5	33883329	32
5	33899586	33
5	33921590	32
5	33926950	19
5	33928798	21
5	33932227	39
5	33932511	35
5	33933671	35
5	33933858	25
5	33935022	12
5	33935839	26
5	33936617	20
5	33938343	16
5	33940315	37
5	33940649	32
5	33940713	22
5	33944408	33
5	33944491	31
5	33946039	15
5	33946451	44
5	33946467	41
5	33948485	37
5	33950347	23
5	33951012	18
5	33951447	36
5	33951589	37
5	33952364	23
5	33954284	15
5	33956912	31
5	33958855	30
5	33960280	24
5	33960344	24
5	33962666	26
5	33966429	23
5	33967041	28
5	33968218	31
5	33968649	27
5	33969524	27
5	33975983	24
5	33980161	40
5	33992425	36
5	33994940	22
5	34000506	27
5	34035136	22
5	105193607	20
5	149813284	27
5	160448979	22
6	396322	50
6	19996578	22
6	31277013	47
6	32408584	26
6	32558999	22
6	33832564	28
6	167304909	38
6	170064063	16
7	4461166	36
7	56655754	44
7	150747296	33
8	23044056	65
8	69745596	43
8	80993299	46
8	102712671	44
8	104147254	33
8	115576320	37
8	127632711	26
9	12696500	36
9	16882919	38
9	16885020	25
9	20300846	34
9	79269046	31
9	95600211	19
10	9598582	23
10	117804633	11
10	117812893	60
11	11159319	40
11	88778357	47
11	88824824	31
11	88881157	26
11	89146748	34
11	89178529	36
11	89213899	26
11	89284794	39
11	89322394	26
11	90315732	49
12	87476313	33
12	88417913	47
12	102579440	52
12	130607422	28
13	112881819	26
14	27883926	36
15	24101306	22
15	27613263	32
15	27951892	24
15	27968705	22
15	27985102	35
15	27985173	25
15	27990628	21
15	28026566	22
15	28032794	41
15	28038296	32
15	28041262	33
15	28041323	26
15	28052912	36
15	28074503	25
15	28075516	26
15	28075819	26
15	28079301	24
15	28079663	29
15	28082690	46
15	28082761	40
15	28083620	33
15	28090675	21
15	28091805	32
15	28093568	27
15	28100786	29
15	28106231	21
15	28116224	30
15	28118914	41
15	28120473	35
15	28135373	30
15	28137614	38
15	28138420	42
15	28141481	37
15	28156195	29
15	28173940	29
15	28174016	39
15	28175207	34
15	28210655	24
15	28225698	21
15	28239854	47
15	28241589	21
15	28259971	31
15	28264022	24
15	28268159	56
15	28288420	41
15	28289409	34
15	28289632	12
15	28298007	19
15	28314865	43
15	28316061	106
15	28321240	31
15	28328681	14
15	28873639	10
15	28969514	44
15	29133734	16
15	32687901	8
15	36052590	40
15	47702909	37
15	48011914	46
15	48108003	19
15	48134288	19
15	48141298	37
15	48246830	41
15	48369246	33
15	48472746	45
16	70858348	26
16	80222545	39
16	89400033	20
16	89469481	26
16	89626692	42
16	89632353	38
16	89641630	12
16	89720933	37
16	89735545	31
16	89820842	55
16	89831489	41
16	89840472	18
16	89883823	12
16	89919437	35
16	89919511	38
16	89919684	37
16	89919710	43
16	89919737	43
16	89919747	35
16	89920139	25
16	89938286	32
16	89957795	10
16	89966048	31
18	61224837	24
18	75375516	20
19	3548234	18
19	3563985	29
19	3565602	31
20	34077943	18
20	34801858	29
22	32567061	20
22	47845113	34
22	50456592	31
